Id,Subject,MainText,SubjectSpam,MainTextSpam,SpamStatus
99_5749_4,Great weekly ads app,This is a great app for a family on a bujet,2,2,2
99_5750_4,Dont know how I live without this ,In just 1 click I can search sales and plan out my trips Love this ,2,2,2
99_5751_4,Sweetness,Refer to title lol Great job thx,2,2,2
99_5752_4,Amazing,Oovoo is so amazing I love it,2,2,2
99_5753_4,Great job,Amazing app love using ut,2,2,2
99_5754_4,Great app,Works very well My friends loved it,2,2,2
99_5755_4,Great deals,Makes finding hard to find deals easy,2,2,2
99_5756_4,Just great ,Great app Great deals and great savings What's not to like ,2,2,2
99_5757_4,Slick,Slick ,2,2,2
99_5758_4,Excellent ,It is a good app It definitely saves time finding online books ,2,2,2
99_5759_4,Oh yeah pizza yeah,Super convenient I love being able to order delicious food from my phone Dominoes just keeps getting better and better ,2,2,2
99_5760_4,Dominoes,Great app Way better than papa johns,2,2,2
99_5761_4,Period tracker,Great app only one suggestion it would be great if it allowed for daily flow values ,2,2,2
99_5762_4,Mr,It's a nice app ,2,2,2
99_5763_4,Awesome,Bezt app ever And very convenient for local and international text,2,2,2
99_5764_4,Nice app,Thanks for making an app to manage my account Better than the mobile site ,2,2,2
99_5765_4,Great ,This app was easy to use I'm so glad I found it ,2,2,2
99_5766_4,Owner,No biggie Nothing to get excited about ,2,2,2
99_5767_4,Keek rules ,I love keek,2,2,2
99_5768_4,Msn,Good App,2,2,2
99_5770_4,Amazing ,Great App 3,2,2,2
99_5771_4,Great,Very useful ,2,2,2
99_5772_4,Excellent ,Love This App Has come in handy and very bright ,2,2,2
99_5773_4,Awesome ,This is a great app ,2,2,2
99_5775_4,Ok but ,It needs improvement,2,2,2
99_5776_4,Love this app,Only thing I would like added is the semester dates ,2,2,2
99_5777_4,Needs to play next song after one ends,It just needs to play the next song after one ends and it will definetely get the 5 stars,2,2,2
99_5778_4,Amazing,great items Fast easy ordering Love fab ,2,2,2
99_5779_4,So many buys so little money,I have made many purchases from FAB and have been mostly very satisfied The offerings are unique and of good quality But don't expect your stuff in a hurry as many items are handcrafted One criticism is that there are not multiple views of the items and the descriptions are somewhat lacking ,2,2,2
99_5780_4,USE MY BONUS CODE cherryx3,THIS APP IS A GREAT APP USE MY BONUS CODE cherryx3 please and thank you cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cher,2,2,2
99_5781_4,Hi,A awesome app,2,2,2
99_5782_4,Great ,Good but want more it costs money,2,2,2
99_5783_4,Great app,Love that this app has real time temp reading on the home screen so there is no need to open app entirely to view the current temp ,2,2,2
99_5784_4,Life Saver,Awesome app Worth downloading fast ,2,2,2
99_5785_4,Great app,I am able to find most of the music I like and I can play anywhere I go ,2,2,2
99_5787_4,Apps gone free is great,Every day I find something new with this app ,2,2,2
99_5788_4,Love it ,I've saved so much money on so many neat apps ,2,2,2
99_5789_4,Love It ,Even though a lot of the stuff they give away is already free I personally don't have time to search through the App Store every day Apps Gone Free brings top quality content in a daily basis Thanks guys ,2,2,2
99_5790_4,Great app,I check my Apps Gone Free log everyday to see what's available ,2,2,2
99_5791_4,Best games,Awesomesssss,2,2,2
99_5792_4,Good so far,I have only started using this app after having it on my device for over 3 weeks I was influenced to use it when a saw a colleague use hers with glee The idea that actual people are entering the data mechanical turk gives me hope that the cards will be captured correctly Time will tell The first capture of my cards look great ,2,2,2
99_5793_4,Works 4 me,Serves purpose so far ,2,2,2
99_5794_4,Awesome ,Great app for any bears fan Bear down ,2,2,2
99_5796_4,Ok,Great apo,2,2,2
99_5797_4,Really works ,8 week program really works Ran a 5k today Awesome ,2,2,2
99_5798_4,Good so far ,I just finished W3 D 3 Looking forward to my 1st 5k in more than 20 years ,2,2,2
99_5799_4,pspj,I have had to delete and add the app a few times As they say 3rd time is a charm and is working great,2,2,2
99_5800_4,Highly recommended app ,Great app Works great with my playlists Wish it worked with Pandora Definitely not worth paying for the pay version of C 25 k because this up to date ,2,2,2
99_5801_4,Mr,Very good Your forecast are always current and accurate ,2,2,2
99_5802_4,Love it,Beautiful looking app Very informative as well ,2,2,2
99_5803_4,Cool,This is awaome,2,2,2
99_5804_4,Awesome ,Like the app ,2,2,2
99_5806_4,I love this app,There's so many cool selections ,2,2,2
99_5807_4, 3,I love this app c now I can take a pic of myself without having to hold it like always 3,2,2,2
99_5808_4,Great,Works perfect and picks up a ton of stations that are really far ,2,2,2
99_5810_4,Uu mengiu,Verry nice,2,2,2
99_5811_4,Angel2009,Excelent,2,2,2
99_5812_4,Awesome,Best app,2,2,2
99_5813_4,Kate,Love I'd cap that ,2,2,2
99_5814_4,Great app,Has a lot of workouts for being a free app,2,2,2
99_5815_4,Great App ,Thanks ,2,2,2
99_5816_4,Good Game,I love variety of monster to fight and love the effect of the parking falling down using as a ramp Good Game ,2,2,2
99_5818_4,Reunion Without the Plane Tix ,Fun way to get back in touch with classmates in a time capsule way ,2,2,2
99_5819_4,Love this game ,So addicting,2,2,2
99_5820_4,Best Game of 2012,Absolutely love it Must download ,2,2,2
99_5821_4,Cool,Fun app ,2,2,2
99_5822_4,App review,This app is pretty neat ,2,2,2
99_5823_4,I want to know how many targets I have hit so far ,I love the Brave version better than the original The graphics are much better and I love the phrases she says The objective of hitting 100 is stupid when I don't know how I've done if I have improved or not when a status on targets hit is not given Tally it up in a drop down much like the distance markers at the end of each target segment ,2,2,2
99_5825_4,Very inspiring ,Love this app ,2,2,2
99_5826_4,Good app,Great pictures,2,2,2
99_5827_4,Good,It has some really cool and interesting tattoos,2,2,2
99_5828_4,Tattoos,Good way to get an idea for a tat ,2,2,2
99_5829_4,IbLuv'n It,Awesome convenient,2,2,2
99_5830_4,Amazing,One of the most addicting games I've ever played ,2,2,2
99_5831_4,Great app,Nice options,2,2,2
99_5832_4,Nice,Decent photo editing ,2,2,2
99_5833_4,Awesome,This is a pretty cool app Try it U won't regret it 0 ,2,2,2
99_5834_4,Brother,It's great for my brother because he's only four so when Disney comes on I can play this for him so he's not bord ,2,2,2
99_5836_4,Great game messed up with payments,This is a finely crafted bubble shooter with great graphics cute characters and fun gameplay that merits 4 or 5 stars HOWEVER that is all cancelled out by trying to make you pay real money in order to keep playing I believe it's 5 turns a day you get for free so if you lose 5 times you have to either wait a specific amount of time or pay money to keep playing This breaks up the gameplay because I refuse to make in game payments of this sort I HATE this type of payment system I would much rather buy the game up front for 1 2 or even 3 If that option becomes available I would definitely buy this game ,2,2,2
99_5837_4,Nice,Good job,2,2,2
99_5838_4,Very very nice,Wonderful,2,2,2
99_5839_4,Cool,Like it,2,2,2
99_5840_4,Can't get through a day without it,I don't even know how I lived life without this app,2,2,2
99_5841_4,Great game,Just finished the demo and it was great powerful,2,2,2
99_5846_4,Awesome app ,Does everything you would hope it would do well I wish I could email documents from Dropbox as attachments not as links,2,2,2
99_5847_4,Pretty swag app,It works ,2,2,2
99_5848_4,Talk,Extremely useful app ,2,2,2
99_5849_4,Cool ,Awsome but cant do the powerpoint stuff i want to not the apps fault though,2,2,2
99_5851_4,LOVE LOVE LOVE ,I can't imagine college without this app,2,2,2
99_5853_4,,Faster,2,2,2
99_5854_4,Day One Journalling,Reviewed by EasyJournaling Com Loved it from Day One,2,2,2
99_5855_4,Finnally ,Beautiful app Thanks Dropbox for keeping my porn safe HAHAHAH jk ,2,2,2
99_5856_4,Very useful,Nice design refresh Looks great I love this app Dropbox totally saved me at work I had to email a bunch of large files and the work email system wouldn't take it Dropbox worked flawlessly Not only did they get links to download the files but they could also view content right in their web browser PDFs Word docs and videos all were viewable in the browser for them It made presentations a breeze I now use Dropbox for personal use too Love it,2,2,2
99_5857_4,I actually use it,Cool app and now sync to desktop app,2,2,2
99_5858_4,Best yet,Its useful ,2,2,2
99_5859_4,Best,It helped me alot thanks,2,2,2
99_5860_4,Good app,Cant think of any specific complaints but there is always room for a more robust interface,2,2,2
99_5862_4,Good,Very useful I don't have iOS 7 so I don't really have any compatibility issues Shame I can't view animated gif files though,2,2,2
99_5863_4,Everything,With you ,2,2,2
99_5864_4,great,really great,2,2,2
99_5865_4,NSA puppet,Download this app if you want to get spied on ,2,2,2
99_5866_4,MediaFire is Better,Dropbox is ok But MediaFires 10GB is much better than 2GB,2,2,2
99_5867_4,Best App Ever,Best App Ever,2,2,2
99_5868_4,Noah,Got this for minecraft,2,2,2
99_5870_4,goood,goooood,2,2,2
99_5871_4,MCPE maps and mods,How do I get MCPE maps and mods Without iexplorer or any other fake website to get your money,2,2,2
99_5873_4,Soo Good ,This app is the best utility Very needed I would suggest you to have at least 5 GB of space,2,2,2
99_5874_4,Must have ,If you do not own this app your life must be so much tougher Enough said,2,2,2
99_5875_4,Love it,It's great useful app that's always there when I need it Enough said,2,2,2
99_5877_4,Help ,I don't really know how to created the file like a word document or something,2,2,2
99_5879_4,It's doing fine,This app has been go so far for me On my iPod touch 4 generation I has done so much in so little of time Little than 30 seconds it had my account created and pictures uploading on there Although I am looking in to this I trust this will keep mine and your apple devices' apps music photos videos and so on safe with all your personal files ,2,2,2
